"Refprod";"Nomprod";"NoFour";"CodeCateg";"NoSousCateg";"QteParUnit";"PrixUnit";"UnitesStock";"UnitesCom";"NiveauReap";"Indisponible"
327;"Veste verte avec bandes 100% organza de soie / Green jacket with bands 100% silk organza";30;62;18200;"1";60,00 €;100;0;0;0
328;"Blouson denim piques noires 100% coton / Denim jacket black spines 100%cotton";30;62;18200;"1";28,97 €;100;0;0;0
329;"BONTON H803 - VESTE 70%LAINE 30%CACHEMIRE";30;62;18200;"1";61,74 €;100;0;0;0
330;"BOB H805 - CHAPEAU 80%LAINE VIERGE 20%POLYAMIDE ";30;62;17500;"1";49,62 €;100;0;0;0
331;"BAMBY H808 - SHORT 57%LAINE VIERGE 18%POLYESTER 13%VISCOSE 10%POLYAMIDE 2%ELASTHANE";30;62;18100;"1";47,64 €;100;0;0;0
332;"BAKELIT HBA - PULL-OVER 70%MERINOS 30%CACHEMIRE";30;62;17900;"1";45,73 €;100;0;0;0
333;"BEGUR HBD - ECHARPE 100%MERINOS";30;62;17700;"1";41,92 €;100;0;0;0
334;"Chaussures Talons Cuir / leather shoes (4 paires) ";30;62;17600;"1";40,40 €;100;0;0;0
336;"Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules)";34;42;10643;"1";8,61 €;100;0;0;0
337;"Poisson blanc à la sauce moutarde";34;42;10644;"1";8,49 €;100;0;0;0
338;"Poisson blanc à la parisienne (sauce aux champignons)";34;42;10645;"1";8,61 €;100;0;0;0
339;"Poisson blanc à l'estragon";34;42;10646;"1";10,97 €;100;0;0;0
340;"Poisson blanc sauce oseille";34;42;10647;"1";11,16 €;100;0;0;0
341;"Légumes farcis (sauf tomate)";34;42;10648;"1";14,21 €;100;0;0;0
342;"Moules marinières (oignons et vin blanc)";34;42;10649;"1";7,35 €;100;0;0;0
343;"Moules farcies (matière grasse, persillade…), crues";34;42;10650;"1";11,92 €;100;0;0;0
344;"Gratin ou cassolette de poisson et / ou fruits de mer, à cuire";34;42;10651;"1";11,92 €;100;0;0;0
345;"Gratin ou cassolette de poisson et / ou fruits de mer, cuit";34;42;10652;"1";6,59 €;100;0;0;0
346;"Saumon à l'oseille";34;42;10653;"1";4,47 €;100;0;0;0
347;"Poisson blanc à la bordelaise";34;42;10654;"1";5,24 €;100;0;0;0
348;"Poisson blanc à la provençale ou niçoise (sauce tomate)";34;42;10655;"1";7,14 €;100;0;0;0
349;"Poisson blanc à la florentine (sauce aux épinards)";34;42;10656;"1";7,14 €;100;0;0;0
350;"Saumon farci";34;42;10657;"1";5,81 €;100;0;0;0
351;"Brochette de poisson";34;42;10658;"1";7,26 €;100;0;0;0
352;"Brochette de crevettes";34;42;10659;"1";6,91 €;100;0;0;0
353;"Poisson en sauce, surgelé";34;42;10660;"1";5,58 €;100;0;0;0
354;"Poisson cuit (aliment moyen)";34;42;10661;"1";4,70 €;100;0;0;0
355;"Poisson blanc, cuit (aliment moyen)";34;42;10662;"1";6,00 €;100;0;0;0
356;"Poisson blanc, de mer, cuit (aliment moyen)";34;42;10663;"1";4,47 €;100;0;0;0
357;"Paëlla";34;42;10664;"1";7,26 €;100;0;0;0
358;"Couscous au poisson";34;42;10665;"1";7,14 €;100;0;0;0
359;"Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson";34;42;10666;"1";7,26 €;100;0;0;0
360;"Sushi ou Maki aux produits de la mer";34;42;10667;"1";3,67 €;100;0;0;0
361;"Terrine ou mousse de légumes";34;42;10668;"1";4,44 €;100;0;0;0
362;"Flan de légumes";34;42;10669;"1";6,34 €;100;0;0;0
363;"Haricots blancs à la sauce tomate, appertisés";34;42;10670;"1";6,34 €;100;0;0;0
364;"Piperade basquaise";34;42;10671;"1";5,01 €;100;0;0;0
365;"Poêlée de légumes assaisonnés sans champignon, surgelée, crue";34;42;10672;"1";6,46 €;100;0;0;0
366;"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue";34;42;10673;"1";6,11 €;100;0;0;0
367;"Céleri rémoulade, préemballé";34;47;367;"1";4,78 €;100;0;0;0
368;"Salade de thon et légumes, appertisée, égouttée";34;47;368;"1";3,90 €;100;0;0;0
369;"Salade composée avec viande ou poisson, appertisée, égouttée";34;47;369;"1";5,20 €;100;0;0;0
370;"Champignon à la grecque";34;47;370;"1";3,67 €;100;0;0;0
371;"Salade de pommes de terre maison";34;47;371;"1";6,46 €;100;0;0;0
372;"Canard en sauce (poivre vert, chasseur, etc.)";34;42;10679;"1";6,34 €;100;0;0;0
373;"Lapin à la moutarde";34;42;10680;"1";6,46 €;100;0;0;0
374;"Coq au vin";34;42;10681;"1";8,82 €;100;0;0;0
375;"Paupiette de veau";34;42;10682;"1";9,01 €;100;0;0;0
376;"Paupiette de volaille";34;42;10683;"1";12,06 €;100;0;0;0
377;"Viande en sauce (aliment moyen)";34;42;10684;"1";5,20 €;100;0;0;0
378;"Poulet au curry et au lait de coco";34;42;10685;"1";9,77 €;100;0;0;0
379;"Meloukhia, plat à base de boeuf et corete";34;42;10686;"1";9,77 €;100;0;0;0
380;"Palette à la diable";34;42;10687;"1";4,44 €;100;0;0;0
381;"Langue de bœuf sauce madère";34;42;10688;"1";5,37 €;100;0;0;0
382;"Porc au caramel";34;42;10689;"1";6,14 €;100;0;0;0
383;"Boulettes au bœuf, à la sauce tomate";34;42;10690;"1";8,04 €;100;0;0;0
384;"Paupiette de veau, cuite au four";34;42;10691;"1";8,04 €;100;0;0;0
385;"Carpaccio de bœuf, avec marinade";34;42;10692;"1";6,71 €;100;0;0;0
386;"Yakitori (brochettes japonaises grillées en sauce)";34;42;10693;"1";8,16 €;100;0;0;0
387;"Hachis Parmentier à la viande";34;42;10694;"1";7,81 €;100;0;0;0
388;"Couscous au mouton";34;42;10695;"1";6,48 €;100;0;0;0
389;"Couscous à la viande ou au poulet, allégé";34;42;10696;"1";5,60 €;100;0;0;0
390;"Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts";34;42;10697;"1";6,90 €;100;0;0;0
391;"Couscous royal (avec plusieurs viandes)";34;42;10698;"1";5,37 €;100;0;0;0
392;"Couscous au poulet";34;42;10699;"1";8,16 €;100;0;0;0
393;"Couscous à la viande";34;42;10700;"1";8,04 €;100;0;0;0
394;"Parmentier de canard";34;42;10701;"1";8,16 €;100;0;0;0
395;"Parmentier de canard, cuit";34;42;10702;"1";10,52 €;100;0;0;0
396;"Cassoulet, appertisé";34;42;10703;"1";10,71 €;100;0;0;0
397;"Choucroute garnie";34;42;10704;"1";13,76 €;100;0;0;0
398;"Petit salé ou saucisse aux lentilles";34;42;10705;"1";6,90 €;100;0;0;0
399;"Pot-au-feu";34;42;10706;"1";11,47 €;100;0;0;0
400;"Boeuf aux carottes";34;42;10707;"1";11,47 €;100;0;0;0
401;"Potée auvergnate (chou et porc)";34;42;10708;"1";6,14 €;100;0;0;0
402;"Cassoulet au porc, appertisé";34;42;10709;"1";4,57 €;100;0;0;0
403;"Cassoulet au canard ou oie, appertisé";34;42;10710;"1";5,34 €;100;0;0;0
404;"Tomate farcie";34;42;10711;"1";7,24 €;100;0;0;0
405;"Chou farci";34;42;10712;"1";7,24 €;100;0;0;0
406;"Chili con carne";34;42;10713;"1";5,91 €;100;0;0;0
407;"Moussaka";34;42;10714;"1";7,36 €;100;0;0;0
408;"Navarin d'agneau aux légumes";34;42;10715;"1";7,01 €;100;0;0;0
409;"Tajine de mouton";34;42;10716;"1";5,68 €;100;0;0;0
410;"Osso buco";34;42;10717;"1";4,80 €;100;0;0;0
411;"Poulet basquaise";34;42;10718;"1";6,10 €;100;0;0;0
412;"Tajine de poulet";34;42;10719;"1";4,57 €;100;0;0;0
413;"Chop suey (porc ou poulet)";34;42;10720;"1";7,36 €;100;0;0;0
414;"Taboulé ou Salade de couscous, préemballé";34;47;414;"1";7,24 €;100;0;0;0
415;"Salade de pomme de terre à la piémontaise, préemballée";34;47;415;"1";7,36 €;100;0;0;0
416;"Salade de riz";34;47;416;"1";9,72 €;100;0;0;0
417;"Salade de pâtes, végétarienne";34;47;417;"1";9,91 €;100;0;0;0
418;"Crudité, sans assaisonnement (aliment moyen)";34;47;418;"1";12,96 €;100;0;0;0
419;"Salade de pâtes aux légumes, avec poisson ou viande";34;47;419;"1";6,10 €;100;0;0;0
420;"	Salade César au poulet (salade verte, fromage, croûtos, sauce)";34;47;420;"1";4,80 €;100;0;0;0
421;"Salade de chou ou Coleslaw, avec sauce, préemballée";34;47;421;"1";5,34 €;100;0;0;0
422;"Taboulé ou Salade de couscous au poulet, préemballé";34;47;422;"1";10,67 €;100;0;0;0
423;"Soupe aux lentilles, préemballée à réchauffer";34;52;423;"1";10,67 €;100;0;0;0
424;"Soupe à la volaille et aux légumes, préemballée à réchauffer";34;52;424;"1";6,10 €;100;0;0;0
425;"Soupe aux légumes variés, préemballée à réchauffer";34;52;425;"1";12,96 €;100;0;0;0
426;"Soupe de poissons et / ou crustacés, préemballée à réchauffer";34;52;426;"1";9,91 €;100;0;0;0
427;"Soupe aux légumes variés, déshydratée reconstituée";34;52;427;"1";9,72 €;100;0;0;0
428;"Soupe aux poireaux et pommes de terre, préemballée à réchauffer";34;52;428;"1";7,36 €;100;0;0;0
429;"Soupe à la volaille et aux vermicelles, préemballée à réchauffer";34;52;429;"1";7,24 €;100;0;0;0
430;"Bouillon de viande et légumes type pot-au-feu, prêt à consommer";34;52;430;"1";7,36 €;100;0;0;0
431;"Soupe à l'oignon, préemballée à réchauffer";34;52;431;"1";4,57 €;100;0;0;0
432;"Soupe aux champignons, préemballée à réchauffer";34;52;432;"1";6,10 €;100;0;0;0
433;"Soupe à la carotte, préemballée à réchauffer";34;52;433;"1";4,80 €;100;0;0;0
434;"Soupe à la tomate, préemballée à réchauffer";34;52;434;"1";5,68 €;100;0;0;0
435;"Soupe chorba frik, à base de viande et de frik";34;52;435;"1";7,01 €;100;0;0;0
436;"Soupe minestrone, préemballée à réchauffer";34;52;436;"1";7,36 €;100;0;0;0
437;"Soupe au pistou, déshydratée reconstituée";34;52;437;"1";5,91 €;100;0;0;0
438;"Soupe de poissons et / ou crustacés, déshydratée reconstituée";34;52;438;"1";7,24 €;100;0;0;0
439;"Soupe asiatique, avec pâtes, déshydratée reconstituée";34;52;439;"1";7,24 €;100;0;0;0
440;"Soupe marocaine, déshydratée reconstituée";34;52;440;"1";5,34 €;100;0;0;0
441;"Soupe aux poireaux et pommes de terre, déshydratée reconstituée";34;52;441;"1";4,57 €;100;0;0;0
442;"Soupe à la volaille et aux légumes, déshydratée reconstituée";34;52;442;"1";5,34 €;100;0;0;0
443;"Bouillon de boeuf, déshydraté reconstitué";34;52;443;"1";10,67 €;100;0;0;0
444;"Soupe aux asperges, déshydratée reconstituée";34;52;444;"1";10,67 €;100;0;0;0
445;"Soupe à la tomate et aux vermicelles, préemballée à réchauffer";34;52;445;"1";6,10 €;100;0;0;0
446;"Soupe aux céréales et aux légumes, déshydratée reconstituée";34;52;446;"1";12,96 €;100;0;0;0
447;"Soupe à la tomate, déshydratée reconstituée";34;52;447;"1";9,91 €;100;0;0;0
448;"Soupe aux champignons, déshydratée reconstituée";34;52;448;"1";9,72 €;100;0;0;0
449;"Soupe à l'oignon, déshydratée reconstituée";34;52;449;"1";7,36 €;100;0;0;0
450;"Soupe au potiron, préemballée à réchauffer";34;52;450;"1";7,24 €;100;0;0;0
451;"Bouillon de volaille, déshydraté reconstitué";34;52;451;"1";7,36 €;100;0;0;0
452;"Bouillon de légumes, déshydraté reconstitué";34;52;452;"1";4,57 €;100;0;0;0
453;"Soupe à la tomate et aux vermicelles, déshydratée reconstituée";34;52;453;"1";6,10 €;100;0;0;0
454;"Soupe à la volaille et aux vermicelles, déshydratée reconstituée";34;52;454;"1";4,80 €;100;0;0;0
455;"Soupe au pistou, préemballée à réchauffer";34;52;455;"1";5,68 €;100;0;0;0
456;"Soupe au potiron, déshydratée reconstituée";34;52;456;"1";7,01 €;100;0;0;0
457;"Soupe asiatique, avec pâtes, préemballée à réchauffer";34;52;457;"1";7,36 €;100;0;0;0
458;"Soupe minestrone, déshydratée reconstituée";34;52;458;"1";5,91 €;100;0;0;0
459;"Soupe au cresson, déshydratée reconstituée";34;52;459;"1";7,24 €;100;0;0;0
460;"Soupe au cresson, préemballée à réchauffer";34;52;460;"1";7,24 €;100;0;0;0
461;"Soupe aux légumes avec fromage, préemballée à réchauffer";34;52;461;"1";5,34 €;100;0;0;0
462;"Soupe aux légumes verts, préemballée à réchauffer";34;52;462;"1";4,57 €;100;0;0;0
463;"Soupe aux légumes verts, déshydratée reconstituée";34;52;463;"1";5,34 €;100;0;0;0
464;"Soupe aux pois cassés, préemballée à réchauffer";34;52;464;"1";10,67 €;100;0;0;0
465;"Soupe froide type Gaspacho ou Gazpacho";34;52;465;"1";10,67 €;100;0;0;0
466;"Soupe aux asperges, préemballée à réchauffer";34;52;466;"1";6,10 €;100;0;0;0
467;"Soupe (aliment moyen)";34;52;467;"1";12,96 €;100;0;0;0
468;"Soupe miso";34;52;468;"1";9,91 €;100;0;0;0
469;"Tripes à la mode de Caen";34;42;10776;"1";10,67 €;100;0;0;0
470;"Tripes à la mode de Caen, préemballées";34;42;10777;"1";10,67 €;100;0;0;0
471;"Tripes à la tomate ou à la provençale";34;42;10778;"1";5,34 €;100;0;0;0
472;"Blanquette de veau";34;42;10779;"1";4,47 €;100;0;0;0
473;"Boeuf bourguignon";34;42;10780;"1";5,24 €;100;0;0;0
474;"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue";34;42;10781;"1";7,14 €;100;0;0;0
475;"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée";34;42;10782;"1";7,14 €;100;0;0;0
476;"Tofu, nature";34;42;10783;"1";5,81 €;100;0;0;0
477;"Escalope végétale ou steak à base de soja";34;42;10784;"1";7,26 €;100;0;0;0
478;"Choucroute, sans garniture, égouttée";34;42;10785;"1";6,91 €;100;0;0;0
479;"Ratatouille cuisinée";34;42;10786;"1";5,58 €;100;0;0;0
480;"Épinards à la crème";34;42;10787;"1";4,70 €;100;0;0;0
481;"Gratin d'aubergine";34;42;10788;"1";6,00 €;100;0;0;0
482;"Gratin dauphinois";34;42;10789;"1";4,47 €;100;0;0;0
483;"Endive au jambon";34;42;10790;"1";7,26 €;100;0;0;0
484;"Gratin de chou-fleur";34;42;10791;"1";7,14 €;100;0;0;0
485;"Gratin de légumes";34;42;10792;"1";7,26 €;100;0;0;0
486;"Riste d'aubergines (aubergines, tomates, oignons)";34;42;10793;"1";9,62 €;100;0;0;0
487;"Palet ou galette de légumes, préfrit, surgelé";34;42;10794;"1";9,81 €;100;0;0;0
488;"Palet ou galette de légumes, préfrit, surgelé, cuit";34;42;10795;"1";12,86 €;100;0;0;0
489;"Choucroute, sans garniture, égouttée, cuite";34;42;10796;"1";6,00 €;100;0;0;0
490;"Tomate à la provençale";34;42;10797;"1";10,57 €;100;0;0;0
491;"Beignet de légumes";34;42;10798;"1";10,57 €;100;0;0;0
492;"Falafel ou Boulette de pois-chiche et/ou fève, frite";34;42;10799;"1";5,24 €;100;0;0;0
493;"Gratin de légumes en sauce blanche type béchamel, cuit";34;42;10800;"1";3,67 €;100;0;0;0
494;"Blé dur précuit cuisiné, en sachet micro-ondable";34;42;10801;"1";4,44 €;100;0;0;0
495;"Blé dur précuit, grains entiers, cuisiné, à poêler";34;42;10802;"1";6,34 €;100;0;0;0
496;"Ravioli à la viande, sauce tomate, appertisé";34;42;10803;"1";6,34 €;100;0;0;0
497;"Lasagnes ou cannelloni à la viande (bolognaise)";34;42;10804;"1";5,01 €;100;0;0;0
498;"Pâtes à la bolognaise (spaghetti, tagliatelles…)";34;42;10805;"1";6,46 €;100;0;0;0
499;"Riz cantonais";34;42;10806;"1";6,11 €;100;0;0;0
500;"Ravioli chinois à la vapeur à la crevette, cuit";34;42;10807;"1";4,78 €;100;0;0;0
501;"Gratin de pâtes";34;42;10808;"1";3,90 €;100;0;0;0
502;"Lasagnes ou cannelloni aux légumes";34;42;10809;"1";5,20 €;100;0;0;0
503;"Pâtes à la carbonara (spaghetti, tagliatelles…)";34;42;10810;"1";3,67 €;100;0;0;0
504;"Lasagnes ou cannelloni au poisson";34;42;10811;"1";6,46 €;100;0;0;0
505;"Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, cuites";34;42;10812;"1";6,34 €;100;0;0;0
506;"Couscous de légumes";34;42;10813;"1";6,46 €;100;0;0;0
507;"Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, cuites";34;42;10814;"1";8,82 €;100;0;0;0
508;"Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), crues";34;42;10815;"1";9,01 €;100;0;0;0
509;"Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), cuites";34;42;10816;"1";12,06 €;100;0;0;0
510;"Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, crues";34;42;10817;"1";5,20 €;100;0;0;0
511;"Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, crues";34;42;10818;"1";9,77 €;100;0;0;0
512;"Nouilles sautées/poêlées aux crevettes";34;42;10819;"1";9,77 €;100;0;0;0
513;"Riz blanc, cuit, avec poulet";34;42;10820;"1";4,44 €;100;0;0;0
514;"Riz blanc, cuit, avec légumes et viande";34;42;10821;"1";5,37 €;100;0;0;0
515;"Risotto, aux légumes";34;42;10822;"1";6,14 €;100;0;0;0
516;"Risotto, aux fruits de mer";34;42;10823;"1";8,04 €;100;0;0;0
517;"Risotto, aux fromages";34;42;10824;"1";8,04 €;100;0;0;0
518;"Raviolis aux légumes, sauce tomate, appertisés";34;42;10825;"1";6,71 €;100;0;0;0
519;"Pâtes fraîches farcies (ex : raviolis), aux légumes, cuites";34;42;10826;"1";8,16 €;100;0;0;0
520;"Pâtes en sauce aux fromages (spaghetti, tagliatelles…)";34;42;10827;"1";7,81 €;100;0;0;0
521;"Pâtes fraîches farcies (ex : ravioli), aux légumes, crues";34;42;10828;"1";6,48 €;100;0;0;0
522;"Pâtes fraîches farcies (ex : raviolis), cuites (aliment moyen)";34;42;10829;"1";5,60 €;100;0;0;0
523;"Feuille de vigne farcie au riz ou dolmas, égouttée";34;42;10830;"1";6,90 €;100;0;0;0
524;"Lasagnes ou cannelloni aux légumes, cuits";34;42;10831;"1";5,37 €;100;0;0;0
525;"Lasagnes ou canelloni aux légumes et au fromage de chèvre, cuits";34;42;10832;"1";8,16 €;100;0;0;0
526;"Lasagnes ou cannelloni au fromage et aux épinards";34;42;10833;"1";8,04 €;100;0;0;0
527;"Aligot (purée de pomme de terre à la tomme fraîche)";34;42;10834;"1";8,16 €;100;0;0;0
528;"Soufflé au fromage";34;42;10835;"1";10,52 €;100;0;0;0
529;"Tartiflette";34;42;10836;"1";10,71 €;100;0;0;0
530;"Gougère";34;42;10837;"1";13,76 €;100;0;0;0
531;"Fondue savoyarde (fromages, vin, pain)";34;42;10838;"1";6,90 €;100;0;0;0
532;"Fromage pané au jambon";34;42;10839;"1";11,47 €;100;0;0;0
533;"Pizza au fromage ou Pizza margherita";34;41;533;"1";9,72 €;100;0;0;0
534;"Quiche lorraine";34;41;534;"1";7,36 €;100;0;0;0
535;"Crêpe ou Galette fourrée béchamel jambon";34;41;535;"1";7,24 €;100;0;0;0
536;"Crêpe ou Galette fourrée béchamel jambon fromage";34;41;536;"1";7,36 €;100;0;0;0
537;"Crêpe ou Galette fourrée béchamel champignon";34;41;537;"1";4,57 €;100;0;0;0
538;"Tarte aux légumes";34;41;538;"1";6,10 €;100;0;0;0
539;"Pizza jambon fromage";34;41;539;"1";4,80 €;100;0;0;0
540;"Tarte au fromage";34;41;540;"1";5,68 €;100;0;0;0
541;"Tarte à la provençale";34;41;541;"1";7,01 €;100;0;0;0
542;"Pizza à la viande, type bolognaise";34;41;542;"1";7,36 €;100;0;0;0
543;"Burritos";34;41;543;"1";5,91 €;100;0;0;0
544;"Fajitas";34;41;544;"1";7,24 €;100;0;0;0
545;"Pizza au chorizo ou salami";34;41;545;"1";7,24 €;100;0;0;0
546;"Pizza aux fruits de mer";34;41;546;"1";5,34 €;100;0;0;0
547;"Pizza au saumon";34;41;547;"1";4,57 €;100;0;0;0
548;"Pizza au chèvre et lardons";34;41;548;"1";5,34 €;100;0;0;0
549;"Pizza aux légumes ou Pizza 4 saisons";34;41;549;"1";10,67 €;100;0;0;0
550;"Pizza champignons fromage";34;41;550;"1";10,67 €;100;0;0;0
551;"Pizza 4 fromages";34;41;551;"1";6,10 €;100;0;0;0
552;"Pizza (aliment moyen)";34;41;552;"1";12,96 €;100;0;0;0
553;"Pissaladière";34;41;553;"1";9,91 €;100;0;0;0
554;"Tarte à l'oignon";34;41;554;"1";9,72 €;100;0;0;0
555;"Pizza jambon fromage champignons ou pizza royale, reine ou regina";34;41;555;"1";7,36 €;100;0;0;0
556;"Crêpe ou Galette fourrée béchamel fromage";34;41;556;"1";7,24 €;100;0;0;0
557;"Flammenkueche ou Tarte flambée aux lardons";34;41;557;"1";7,36 €;100;0;0;0
558;"Crêpe ou Galette fourrée béchamel jambon fromage champignon";34;41;558;"1";4,57 €;100;0;0;0
559;"Tarte ou Tourte aux poireaux";34;41;559;"1";6,10 €;100;0;0;0
560;"Tarte au saumon";34;41;560;"1";4,80 €;100;0;0;0
561;"Tourte au riesling";34;41;561;"1";5,68 €;100;0;0;0
562;"Tarte à la tomate";34;41;562;"1";7,01 €;100;0;0;0
563;"Crêpe ou Galette complète (œuf, jambon, fromage)";34;41;563;"1";7,36 €;100;0;0;0
564;"Tarte aux noix de Saint-Jacques";34;41;564;"1";5,91 €;100;0;0;0
565;"Pastilla au poulet";34;41;565;"1";7,24 €;100;0;0;0
566;"Pizza aux lardons, oignons et fromage";34;41;566;"1";7,24 €;100;0;0;0
567;"Crêpe ou Galette aux noix de St Jacques";34;41;567;"1";5,34 €;100;0;0;0
568;"Tarte ou quiche salée (aliment moyen)";34;41;568;"1";4,57 €;100;0;0;0
569;"Crêpe ou Galette fourrée béchamel champignon, cuite";34;41;569;"1";5,34 €;100;0;0;0
570;"Tarte au maroilles ou Flamiche au maroilles";34;41;570;"1";10,67 €;100;0;0;0
571;"Crêpe ou Galette fourrée au poisson et / ou fruits de mer";34;41;571;"1";10,67 €;100;0;0;0
572;"Ficelle picarde";34;41;572;"1";6,10 €;100;0;0;0
573;"Tarte épinard chèvre";34;41;573;"1";12,96 €;100;0;0;0
574;"Tielle sétoise";34;41;574;"1";9,91 €;100;0;0;0
575;"Pizza au thon";34;41;575;"1";9,72 €;100;0;0;0
576;"Pizza kebab";34;41;576;"1";7,36 €;100;0;0;0
577;"Pizza au poulet";34;41;577;"1";7,24 €;100;0;0;0
578;"Pizza type raclette ou tartiflette";34;41;578;"1";7,36 €;100;0;0;0
579;"Pizza au speck ou jambon cru";34;41;579;"1";4,57 €;100;0;0;0
580;"Focaccia, garnie";34;48;580;"1";6,10 €;100;0;0;0
581;"Fougasse, garnie";34;48;581;"1";4,80 €;100;0;0;0
582;"Croque-monsieur";34;48;582;"1";5,68 €;100;0;0;0
583;"Hot-dog";34;48;583;"1";7,01 €;100;0;0;0
584;"Hamburger, provenant de fast food";34;48;584;"1";7,36 €;100;0;0;0
585;"Cheeseburger, provenant de fast food";34;48;585;"1";5,91 €;100;0;0;0
586;"Double cheeseburger, provenant de fast food";34;48;586;"1";7,24 €;100;0;0;0
587;"Burger au poisson";34;48;587;"1";7,24 €;100;0;0;0
588;"Sandwich grec ou Kebab, pita, crudités";34;48;588;"1";5,34 €;100;0;0;0
589;"Sandwich grec ou Kebab, baguette, crudités";34;48;589;"1";4,57 €;100;0;0;0
590;"Sandwich baguette, thon, crudités (tomate, salade), mayonnaise";34;48;590;"1";5,34 €;100;0;0;0
591;"Sandwich panini, jambon cru, mozzarella, tomates";34;48;591;"1";10,67 €;100;0;0;0
592;"Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre";34;48;592;"1";10,67 €;100;0;0;0
593;"Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise";34;48;593;"1";6,10 €;100;0;0;0
594;"Sandwich baguette, jambon emmental";34;48;594;"1";12,96 €;100;0;0;0
595;"Sandwich baguette, saumon fumé, beurre";34;48;595;"1";9,91 €;100;0;0;0
596;"Sandwich baguette, thon, maïs, crudités";34;48;596;"1";9,72 €;100;0;0;0
597;"Burger au poulet";34;48;597;"1";7,36 €;100;0;0;0
598;"Pan bagnat";34;48;598;"1";7,24 €;100;0;0;0
599;"Sandwich baguette, jambon, beurre";34;48;599;"1";7,36 €;100;0;0;0
600;"Sandwich baguette, camembert, beurre";34;48;600;"1";4,57 €;100;0;0;0
601;"Sandwich baguette, pâté, cornichons";34;48;601;"1";6,10 €;100;0;0;0
602;"Sandwich baguette, saucisson, beurre";34;48;602;"1";4,80 €;100;0;0;0
603;"Sandwich baguette, jambon, emmental, beurre";34;48;603;"1";5,68 €;100;0;0;0
604;"Sandwich (aliment moyen)";34;48;604;"1";7,01 €;100;0;0;0
605;"Toasts ou Canapés salés, garnitures diverses";34;48;605;"1";7,36 €;100;0;0;0
606;"Sandwich baguette, crudités diverses, mayonnaise";34;48;606;"1";5,91 €;100;0;0;0
607;"Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise";34;48;607;"1";7,24 €;100;0;0;0
