"NoTicket";"Refprod";"PrixUnit";"Qte";"Remise%"
22467;136;10,67 €;4;0,00
22468;28;27,75 €;4;0,00
22468;43;28,05 €;3;0,00
22468;53;19,97 €;3;0,00
22468;75;4,73 €;4;0,00
22469;69;21,95 €;4;0,00
22470;35;10,98 €;4;0,20
22470;38;160,68 €;3;0,20
22470;68;7,62 €;3;0,20
22471;11;12,81 €;4;0,00
22471;51;32,32 €;3;0,00
22471;74;6,10 €;4;0,00
22472;24;3,35 €;4;0,00
22472;38;200,93 €;4;0,00
22472;44;14,79 €;4;0,00
22473;34;10,67 €;4;0,25
22473;41;7,32 €;4;0,00
22474;2;14,48 €;1;0,00
22474;31;9,45 €;3;0,25
22474;42;10,67 €;3;0,25
22474;44;14,83 €;4;0,00
22474;46;9,15 €;1;0,00
22474;70;11,43 €;1;0,00
22474;78;16,77 €;3;0,00
22474;82;6,59 €;1;0,00
22474;598;7,24 €;1;0,00
22475;1;13,72 €;4;0,00
22475;69;27,44 €;4;0,00
22476;26;23,78 €;3;0,20
22476;44;14,79 €;4;0,00
22476;64;25,31 €;3;0,20
22476;69;27,44 €;3;0,20
22477;58;10,06 €;4;0,00
22477;62;37,50 €;3;0,00
22478;75;5,95 €;3;0,20
22479;7;22,87 €;3;0,00
22479;43;35,06 €;4;0,00
22480;5;12,96 €;3;0,00
22480;29;75,46 €;4;0,00
22480;49;12,20 €;4;0,00
22480;77;7,93 €;4;0,00
22481;17;23,78 €;3;0,00
22481;30;15,85 €;4;0,00
22482;13;3,66 €;4;0,00
22482;62;30,03 €;4;0,00
22483;19;7,01 €;4;0,00
22483;21;7,62 €;4;0,10
22483;54;5,64 €;3;0,00
22483;61;21,65 €;4;0,10
22483;73;9,15 €;3;0,20
22484;14;17,68 €;4;0,05
22484;41;7,32 €;4;0,05
22484;65;16,01 €;3;0,05
22485;1;13,72 €;4;0,25
22485;10;23,63 €;4;0,25
22485;71;16,46 €;3;0,25
22485;77;9,91 €;3;0,25
22486;33;1,83 €;3;0,00
22486;66;12,96 €;4;0,00
22486;75;5,95 €;3;0,00
22487;40;14,03 €;4;0,00
22487;73;11,43 €;4;0,00
22487;420;4,80 €;1;0,00
22487;2242;9,62 €;1;0,00
22488;62;37,50 €;4;0,00
22488;72;26,53 €;4;0,00
22489;11;16,01 €;4;0,10
22489;51;40,40 €;4;0,10
22489;54;5,64 €;4;0,10
22490;61;21,65 €;4;0,00
22491;19;7,01 €;4;0,00
22491;21;7,62 €;4;0,10
22491;54;5,64 €;3;0,00
22491;61;21,65 €;4;0,10
22491;76;13,72 €;4;0,10
22492;43;35,06 €;3;0,20
22492;61;21,65 €;4;0,20
22493;20;49,39 €;3;0,00
22494;32;19,51 €;3;0,10
22494;58;8,08 €;3;0,10
22494;62;30,03 €;3;0,10
22495;19;7,01 €;4;0,00
22495;21;7,62 €;4;0,10
22495;25;8,54 €;4;0,00
22495;51;32,32 €;3;0,00
22495;54;4,57 €;3;0,00
22495;61;21,65 €;4;0,10
22496;21;6,10 €;3;0,15
22496;49;12,20 €;3;0,15
22497;17;29,73 €;4;0,10
22497;19;7,01 €;4;0,00
22497;21;7,62 €;4;0,10
22497;24;3,35 €;3;0,00
22497;36;14,48 €;3;0,00
22497;54;5,64 €;3;0,00
22497;61;21,65 €;4;0,10
22498;57;14,94 €;4;0,00
22498;76;13,72 €;4;0,00
22499;10;23,63 €;4;0,00
22499;36;14,48 €;4;0,00
22499;49;15,24 €;4;0,00
22499;60;25,92 €;3;0,00
22499;76;13,72 €;4;0,00
22500;22;16,01 €;4;0,00
22500;24;3,35 €;4;0,15
22501;24;3,35 €;3;0,00
22501;36;14,48 €;3;0,00
22501;40;14,03 €;3;0,00
22501;47;7,32 €;3;0,00
22501;53;25,00 €;3;0,05
22501;54;5,64 €;3;0,00
22501;60;25,92 €;3;0,00
22502;12;28,97 €;3;0,00
22502;16;13,26 €;3;0,00
22502;36;14,48 €;3;0,00
22502;62;37,50 €;3;0,00
22503;2;14,48 €;4;0,00
22503;17;29,73 €;4;0,00
22503;62;37,50 €;4;0,00
22504;7;22,87 €;3;0,05
22504;52;5,34 €;4;0,05
22505;19;7,01 €;4;0,00
22505;24;3,35 €;3;0,00
22505;36;14,48 €;3;0,00
22505;49;15,24 €;4;0,00
22505;53;25,00 €;3;0,05
22505;54;5,64 €;3;0,00
22505;61;21,65 €;4;0,00
22506;11;16,01 €;3;0,25
22506;29;94,37 €;4;0,25
22507;33;1,83 €;4;0,00
22507;67;10,67 €;3;0,00
22508;7;22,87 €;3;0,00
22508;24;3,35 €;3;0,00
22508;36;14,48 €;3;0,00
22508;53;25,00 €;3;0,05
22508;54;5,64 €;3;0,00
22508;55;18,29 €;3;0,00
22508;60;25,92 €;4;0,00
22509;69;21,95 €;3;0,00
22509;71;13,11 €;4;0,00
22510;23;5,49 €;3;0,00
22510;71;13,11 €;4;0,00
22510;72;21,19 €;3;0,00
22511;26;18,90 €;3;0,00
22511;28;27,75 €;3;0,00
22511;43;28,05 €;3;0,00
22511;56;23,17 €;4;0,00
22511;71;13,11 €;4;0,00
22512;69;27,44 €;4;0,00
22512;75;5,95 €;3;0,00
22513;11;16,01 €;4;0,00
22513;21;7,62 €;4;0,00
22513;39;13,72 €;4;0,00
22514;24;3,35 €;3;0,00
22514;30;19,67 €;3;0,00
22514;36;14,48 €;3;0,00
22514;51;40,40 €;3;0,25
22514;53;25,00 €;3;0,05
22514;54;5,64 €;3;0,00
22514;64;20,28 €;4;0,00
22515;35;13,72 €;3;0,00
22515;71;16,46 €;4;0,00
22516;18;47,56 €;3;0,20
22516;24;3,35 €;3;0,00
22516;36;14,48 €;3;0,20
22516;68;9,45 €;4;0,20
22516;69;27,44 €;3;0,20
22517;10;23,63 €;4;0,15
22517;13;4,57 €;4;0,15
22518;71;16,46 €;3;0,00
22519;16;13,26 €;4;0,00
22519;32;24,39 €;4;0,00
22519;57;14,94 €;3;0,00
22520;16;13,26 €;4;0,00
22520;24;3,35 €;3;0,00
22520;36;14,48 €;3;0,00
22520;51;40,40 €;3;0,25
22520;55;18,29 €;4;0,25
22520;62;37,50 €;4;0,25
22520;64;20,28 €;4;0,00
22521;11;16,01 €;3;0,00
22521;20;61,74 €;4;0,00
22521;76;13,72 €;4;0,00
22521;77;9,91 €;4;0,00
22522;21;7,62 €;4;0,00
22522;60;25,92 €;3;0,00
22522;61;21,65 €;4;0,00
22523;2;14,48 €;1;0,00
22523;44;14,83 €;4;0,00
22523;46;9,15 €;1;0,00
22523;70;11,43 €;1;0,00
22523;78;16,77 €;3;0,00
22523;82;6,59 €;1;0,00
22523;598;7,24 €;1;0,00
22524;29;75,46 €;4;0,00
22524;51;40,40 €;3;0,25
22524;55;18,29 €;4;0,25
22524;62;37,50 €;4;0,25
22524;64;20,28 €;4;0,00
22524;72;21,19 €;4;0,00
22525;1;10,98 €;4;0,00
22525;17;23,78 €;4;0,00
22525;43;28,05 €;4;0,00
22525;60;20,73 €;3;0,00
22525;75;4,73 €;4;0,00
22526;41;5,79 €;4;0,00
22526;62;30,03 €;4;0,00
22527;51;40,40 €;3;0,25
22527;55;18,29 €;4;0,25
22527;56;23,17 €;4;0,00
22527;62;37,50 €;4;0,25
22527;64;20,28 €;4;0,00
22527;134;10,10 €;5;0,00
22527;135;10,67 €;3;0,00
22528;24;3,35 €;4;0,00
22528;53;25,00 €;4;0,00
22529;16;13,26 €;3;0,05
22529;23;6,86 €;3;0,05
22529;51;40,40 €;3;0,25
22529;55;18,29 €;4;0,25
22529;62;37,50 €;3;0,05
22529;77;9,91 €;4;0,05
22530;2;14,48 €;4;0,00
22530;31;9,45 €;4;0,00
22530;68;9,45 €;3;0,00
22530;75;5,95 €;3;0,00
22531;26;23,78 €;3;0,00
22531;52;5,34 €;4;0,00
22531;70;11,43 €;3;0,00
22532;30;19,67 €;3;0,25
22532;51;40,40 €;3;0,25
22532;55;18,29 €;4;0,25
22532;62;37,50 €;4;0,25
22532;134;10,10 €;5;0,00
22532;135;10,67 €;3;0,00
22532;136;10,67 €;4;0,00
22533;2;14,48 €;3;0,00
22533;42;10,67 €;3;0,00
22534;7;22,87 €;4;0,00
22534;62;37,50 €;3;0,10
22535;60;25,92 €;4;0,00
22535;77;9,91 €;4;0,00
22536;32;24,39 €;3;0,05
22536;68;7,62 €;4;0,00
22536;132;9,72 €;3;0,00
22536;133;9,91 €;4;0,00
22536;134;10,10 €;5;0,00
22536;135;10,67 €;3;0,00
22536;136;10,67 €;4;0,00
22536;137;10,67 €;5;0,00
22537;18;38,11 €;3;0,05
22537;41;5,79 €;4;0,05
22537;43;28,05 €;3;0,05
22538;65;12,81 €;4;0,00
22538;77;7,93 €;4;0,00
22539;46;7,32 €;3;0,00
22539;132;9,72 €;3;0,00
22539;133;9,91 €;4;0,00
22539;134;10,10 €;5;0,00
22539;135;10,67 €;3;0,00
22539;136;10,67 €;4;0,00
22540;68;7,62 €;3;0,25
22540;75;4,73 €;4;0,25
22541;59;33,54 €;4;0,00
22541;68;7,62 €;3;0,00
22541;75;4,73 €;3;0,00
22542;1;13,72 €;3;0,20
22542;8;30,49 €;3;0,00
22542;30;19,67 €;3;0,20
22542;40;14,03 €;3;0,20
22543;31;9,45 €;4;0,05
22544;38;200,93 €;4;0,05
22544;56;28,97 €;4;0,00
22544;70;11,43 €;4;0,05
22544;71;16,46 €;4;0,05
22545;10;23,63 €;4;0,00
22545;61;21,65 €;4;0,00
22546;10;23,63 €;3;0,00
22546;28;34,76 €;3;0,00
22546;49;15,24 €;4;0,15
22547;7;22,87 €;4;0,00
22547;27;33,54 €;4;0,00
22547;70;11,43 €;4;0,00
22548;51;40,40 €;4;0,00
22548;76;13,72 €;3;0,00
22549;21;7,62 €;4;0,00
22549;34;10,67 €;4;0,15
22549;55;18,29 €;4;0,15
22549;61;21,65 €;4;0,15
22550;72;26,53 €;4;0,00
22551;17;29,73 €;4;0,10
22551;41;7,32 €;4;0,00
22551;53;25,00 €;3;0,10
22551;55;18,29 €;4;0,10
22551;68;9,45 €;4;0,00
22552;16;13,26 €;4;0,00
22552;19;7,01 €;3;0,00
22552;34;10,67 €;3;0,00
22553;1;13,72 €;3;0,25
22553;60;25,92 €;2;0,25
22554;35;10,98 €;2;0,00
22554;55;14,64 €;3;0,10
22555;42;10,67 €;2;0,00
22556;33;1,52 €;2;0,00
22557;27;26,83 €;3;0,25
22557;40;14,03 €;2;0,00
22557;44;11,89 €;2;0,00
22557;52;4,27 €;2;0,00
22557;54;4,57 €;3;0,10
22557;62;30,03 €;2;0,00
22557;65;12,81 €;2;0,00
22557;71;13,11 €;3;0,00
22558;19;7,01 €;3;0,25
22558;22;16,01 €;2;0,25
22559;17;29,73 €;2;0,10
22559;20;61,74 €;3;0,10
22559;37;19,82 €;3;0,10
22559;41;7,32 €;3;0,10
22560;9;73,94 €;3;0,25
22560;29;94,37 €;3;0,00
22560;36;14,48 €;3;0,25
22561;14;17,72 €;2;0,00
22561;48;9,72 €;3;0,05
22561;58;14,48 €;3;0,00
22562;11;16,01 €;2;0,00
22562;52;5,34 €;3;0,00
22563;16;13,26 €;2;0,00
22563;25;10,67 €;2;0,00
22563;40;14,03 €;2;0,00
22564;59;41,92 €;3;0,05
22565;21;6,10 €;3;0,10
22565;28;27,75 €;3;0,10
22565;57;11,89 €;2;0,00
22565;64;20,28 €;2;0,10
22566;47;7,32 €;3;0,00
22567;36;11,59 €;3;0,00
22567;43;28,05 €;3;0,00
22568;2;11,59 €;3;0,20
22568;31;7,62 €;4;0,20
22568;36;11,59 €;3;0,20
22568;55;14,64 €;3;0,20
22569;21;6,10 €;4;0,10
22569;28;27,75 €;4;0,10
22569;57;11,89 €;3;0,00
22569;64;20,28 €;3;0,10
22570;35;10,98 €;3;0,00
22570;55;14,64 €;4;0,10
22571;25;8,54 €;4;0,05
22571;42;8,54 €;3;0,05
22572;10;23,63 €;4;0,00
22572;30;19,67 €;4;0,00
22572;43;35,06 €;4;0,00
22572;54;5,64 €;4;0,00
22573;6;19,06 €;4;0,00
22573;56;28,97 €;3;0,00
22573;68;9,45 €;4;0,00
22574;30;19,67 €;4;0,25
22574;42;10,67 €;3;0,00
22575;17;29,73 €;3;0,20
22575;26;23,78 €;4;0,00
22576;2;14,48 €;3;0,25
22576;65;16,01 €;4;0,00
22576;74;7,62 €;4;0,25
22577;11;16,01 €;3;0,00
22577;52;5,34 €;4;0,00
22578;1;13,72 €;4;0,25
22578;60;25,92 €;3;0,25
22579;59;41,92 €;4;0,05
22580;42;10,67 €;3;0,00
22581;14;17,72 €;3;0,00
22581;48;9,72 €;4;0,05
22581;58;14,48 €;4;0,00
22582;26;23,78 €;3;0,00
22582;35;13,72 €;2;0,00
22582;77;9,91 €;2;0,00
22583;24;3,35 €;3;0,00
22583;61;21,65 €;3;0,00
22583;74;7,62 €;2;0,00
22583;75;5,95 €;2;0,00
22584;56;23,17 €;2;0,00
22585;10;23,63 €;3;0,10
22585;28;34,76 €;3;0,10
22585;34;10,67 €;3;0,00
22586;50;12,35 €;2;0,00
22587;56;23,17 €;3;0,00
22588;41;7,32 €;2;0,05
22588;51;40,40 €;3;0,05
22588;77;9,91 €;2;0,05
22589;52;5,34 €;3;0,15
22590;36;14,48 €;2;0,00
22590;40;14,03 €;3;0,10
22591;25;10,67 €;3;0,25
22591;27;33,54 €;2;0,00
22591;43;35,06 €;2;0,25
22592;17;23,78 €;3;0,25
22592;40;11,28 €;3;0,25
22592;47;5,79 €;2;0,25
22593;56;28,97 €;2;0,15
22593;76;13,72 €;3;0,15
22594;20;49,39 €;3;0,00
22594;31;7,62 €;2;0,00
22594;72;21,19 €;2;0,00
22595;17;23,78 €;2;0,20
22595;21;6,10 €;3;0,00
22595;56;23,17 €;2;0,00
22595;59;33,54 €;3;0,20
22596;20;49,39 €;4;0,00
22596;31;7,62 €;3;0,00
22596;72;21,19 €;3;0,00
22597;17;23,78 €;3;0,20
22597;21;6,10 €;4;0,00
22597;56;23,17 €;3;0,00
22597;59;33,54 €;4;0,20
22598;56;23,17 €;3;0,00
22599;52;5,34 €;4;0,15
22600;4;16,77 €;4;0,10
22600;39;13,72 €;3;0,10
22600;54;5,64 €;4;0,10
22601;10;23,63 €;4;0,10
22601;28;34,76 €;4;0,10
22601;34;10,67 €;4;0,00
22602;25;10,67 €;4;0,25
22602;27;33,54 €;3;0,00
22602;43;35,06 €;3;0,25
22603;56;28,97 €;3;0,15
22603;76;13,72 €;4;0,15
22604;13;4,57 €;4;0,00
22604;25;10,67 €;4;0,00
22604;70;11,43 €;4;0,00
22605;50;12,35 €;3;0,00
22606;17;29,73 €;4;0,00
22606;24;3,35 €;3;0,00
22607;24;3,35 €;4;0,00
22607;61;21,65 €;4;0,00
22607;74;7,62 €;3;0,00
22607;75;5,95 €;3;0,00
22608;11;12,81 €;4;0,00
22608;16;10,67 €;3;0,00
22608;69;21,95 €;4;0,00
22609;41;5,79 €;3;0,00
22609;76;10,98 €;4;0,00
22610;4;13,42 €;3;0,00
22610;8;24,39 €;4;0,25
22611;29;75,46 €;3;0,00
22611;35;10,98 €;3;0,00
22611;49;12,20 €;3;0,00
22612;26;18,90 €;4;0,00
22612;54;4,57 €;3;0,00
22613;13;3,66 €;3;0,00
22613;23;5,49 €;3;0,00
22614;72;26,53 €;3;0,00
22615;18;47,56 €;3;0,20
22615;42;10,67 €;4;0,20
22616;56;28,97 €;3;0,25
22616;77;9,91 €;3;0,25
22617;39;13,72 €;4;0,00
22617;47;7,32 €;3;0,00
22617;51;40,40 €;3;0,00
22617;56;28,97 €;4;0,00
22618;31;9,45 €;4;0,10
22618;72;26,53 €;3;0,10
22618;77;9,91 €;3;0,00
22619;2;14,48 €;1;0,00
22619;10;23,63 €;3;0,10
22619;28;34,76 €;3;0,10
22619;44;14,83 €;4;0,00
22619;46;9,15 €;1;0,00
22619;70;11,43 €;1;0,00
22619;75;5,95 €;4;0,00
22619;78;16,77 €;3;0,00
22619;82;6,59 €;1;0,00
22619;598;7,24 €;1;0,00
22620;11;16,01 €;4;0,00
22620;13;4,57 €;4;0,00
22620;19;7,01 €;4;0,00
22620;72;26,53 €;4;0,00
22621;28;34,76 €;4;0,15
22621;43;35,06 €;3;0,15
22621;77;9,91 €;3;0,15
22622;27;21,72 €;3;0,00
22622;38;26,53 €;4;0,00
22623;1;13,72 €;3;0,15
22623;13;4,57 €;3;0,00
22623;56;28,97 €;2;0,15
22624;4;16,77 €;2;0,25
22624;24;3,35 €;2;0,25
22624;77;9,91 €;2;0,00
22625;2;14,48 €;2;0,20
22625;3;7,62 €;3;0,00
22625;4;16,77 €;2;0,00
22625;6;19,06 €;2;0,02
22625;7;22,87 €;2;0,05
22625;8;30,49 €;3;0,10
22625;10;23,63 €;2;0,00
22625;12;28,97 €;3;0,05
22625;13;4,57 €;3;0,00
22625;14;17,68 €;2;0,03
22625;16;13,26 €;3;0,03
22625;20;61,74 €;2;0,04
22625;23;6,86 €;3;0,00
22625;32;24,39 €;2;0,00
22625;39;13,72 €;3;0,05
22625;41;7,32 €;3;0,00
22625;46;9,15 €;3;0,02
22625;52;5,34 €;3;0,00
22625;55;18,29 €;3;0,00
22625;60;25,92 €;3;0,06
22625;64;25,31 €;3;0,03
22625;66;12,96 €;2;0,00
22625;73;11,43 €;3;0,01
22625;75;5,95 €;3;0,00
22625;77;9,91 €;3;0,00
22626;6;19,06 €;2;0,25
22626;14;17,68 €;2;0,25
22626;19;7,01 €;3;0,25
22627;1;10,98 €;3;0,15
22627;2;14,48 €;1;0,00
22627;10;23,63 €;3;0,00
22627;44;14,83 €;3;0,00
22627;47;7,24 €;1;0,00
22627;64;20,28 €;2;0,00
22627;70;11,43 €;1;0,00
22627;74;6,10 €;2;0,15
22627;78;16,77 €;2;0,00
22628;2;14,48 €;3;0,15
22628;46;9,15 €;2;0,15
22628;76;13,72 €;3;0,15
22629;16;10,67 €;2;0,15
22629;48;7,77 €;3;0,15
22630;4;13,42 €;3;0,20
22630;43;28,05 €;3;0,00
22630;56;23,17 €;2;0,20
22630;60;20,73 €;2;0,00
22631;56;23,17 €;3;0,00
22631;72;21,19 €;2;0,00
22631;77;7,93 €;2;0,00
22632;17;23,78 €;3;0,00
22632;28;27,75 €;3;0,00
22632;76;10,98 €;2;0,00
22633;19;5,49 €;2;0,00
22633;42;8,54 €;3;0,00
22634;24;2,74 €;2;0,00
22634;29;75,46 €;3;0,10
22634;40;11,28 €;2;0,00
22634;45;5,79 €;2;0,10
22634;50;9,91 €;2;0,00
22635;1;13,72 €;3;0,00
22635;40;14,03 €;3;0,00
22635;52;5,34 €;3;0,00
22636;7;22,87 €;3;0,00
22636;22;16,01 €;2;0,00
22636;46;9,15 €;2;0,00
22636;55;18,29 €;3;0,00
22637;71;13,11 €;2;0,00
22638;4;16,77 €;2;0,00
22638;11;16,01 €;3;0,00
22639;24;3,35 €;3;0,00
22639;52;5,34 €;3;0,00
22640;3;7,62 €;2;0,10
22640;39;13,72 €;3;0,10
22641;10;18,90 €;2;0,05
22641;31;7,62 €;3;0,05
22641;33;1,52 €;2;0,00
22641;40;11,28 €;3;0,05
22642;14;14,18 €;3;0,00
22642;51;32,32 €;2;0,00
22643;17;29,73 €;2;0,05
22643;56;28,97 €;3;0,05
22643;59;41,92 €;3;0,05
22644;47;7,32 €;3;0,00
22644;76;13,72 €;3;0,00
22645;1;13,72 €;2;0,15
22645;58;10,06 €;3;0,15
22646;38;200,93 €;3;0,05
22646;39;13,72 €;3;0,05
22647;53;25,00 €;3;0,00
22648;39;10,98 €;3;0,00
22648;72;21,19 €;2;0,00
22649;15;11,89 €;3;0,00
22649;41;7,32 €;2;0,00
22649;46;9,15 €;2;0,00
22649;47;7,32 €;3;0,00
22649;56;28,97 €;2;0,00
22649;60;25,92 €;2;0,00
22650;19;7,01 €;3;0,00
22650;23;6,86 €;3;0,00
22650;70;11,43 €;2;0,00
22650;71;16,46 €;3;0,00
22651;21;7,62 €;3;0,00
22651;40;14,03 €;3;0,05
22651;60;25,92 €;3;0,05
22651;77;9,91 €;3;0,05
22652;31;9,45 €;2;0,05
22652;40;14,03 €;2;0,05
22652;70;11,43 €;2;0,05
22653;2;11,59 €;2;0,00
22653;7;4,25 €;1;0,00
22653;27;26,83 €;3;0,25
22653;36;11,59 €;2;0,25
22653;44;11,89 €;2;0,00
22653;54;4,57 €;3;0,10
22653;62;30,03 €;3;0,00
22653;761;3,64 €;1;0,00
22653;1448;9,77 €;1;0,00
22653;1495;12,41 €;1;0,00
22653;2650;8,54 €;3;0,25
22654;35;13,72 €;3;0,00
22655;11;10,67 €;4;0,00
22655;42;7,47 €;4;0,00
22655;72;26,53 €;4;0,00
22655;120;6,10 €;3;0,00
22655;121;6,86 €;4;0,00
22655;122;7,01 €;5;0,00
22655;124;7,24 €;4;0,00
22655;125;7,36 €;5;0,00
22655;127;7,62 €;4;0,00
22655;128;7,62 €;5;0,00
22655;129;9,15 €;3;0,00
22655;131;9,53 €;5;0,00
22655;132;9,72 €;3;0,00
22655;133;9,91 €;4;0,00
22655;134;10,10 €;5;0,00
22655;135;10,67 €;3;0,00
22655;136;10,67 €;4;0,00
22655;137;10,67 €;5;0,00
22655;138;10,67 €;3;0,00
22655;139;11,43 €;4;0,00
22655;140;11,43 €;5;0,00
22655;141;11,81 €;3;0,00
22655;142;3,43 €;4;0,00
22656;2;11,59 €;3;0,00
22656;7;4,25 €;1;0,00
22656;27;26,83 €;4;0,25
22656;36;11,59 €;3;0,25
22656;44;11,89 €;3;0,00
22656;54;4,57 €;4;0,10
22656;62;30,03 €;4;0,00
22656;761;3,64 €;1;0,00
22656;1448;9,77 €;1;0,00
22656;1495;12,41 €;1;0,00
22656;2650;8,54 €;4;0,25
22657;71;13,11 €;3;0,00
22658;1;10,98 €;4;0,15
22658;2;14,48 €;1;0,00
22658;10;23,63 €;4;0,00
22658;44;14,83 €;4;0,00
22658;47;7,24 €;1;0,00
22658;64;20,28 €;3;0,00
22658;70;11,43 €;1;0,00
22658;74;6,10 €;3;0,15
22658;78;16,77 €;3;0,00
22659;23;5,49 €;4;0,00
22659;63;26,83 €;4;0,00
22660;26;18,90 €;3;0,05
22660;42;8,54 €;3;0,05
22660;49;12,20 €;3;0,05
22661;4;13,42 €;4;0,20
22661;43;28,05 €;4;0,00
22661;56;23,17 €;3;0,20
22661;60;20,73 €;3;0,00
22662;31;7,62 €;3;0,05
22663;1;13,72 €;4;0,15
22663;13;4,57 €;4;0,00
22663;56;28,97 €;3;0,15
22664;47;7,32 €;3;0,00
22664;51;40,40 €;3;0,00
22664;52;5,34 €;3;0,00
22664;53;25,00 €;4;0,00
22664;73;11,43 €;4;0,00
22665;24;3,35 €;4;0,00
22665;52;5,34 €;4;0,00
22666;14;17,68 €;4;0,10
22666;44;14,79 €;3;0,10
22666;47;7,32 €;4;0,10
22667;21;7,62 €;4;0,00
22667;40;14,03 €;4;0,05
22667;60;25,92 €;4;0,05
22667;77;9,91 €;4;0,05
22668;63;33,54 €;3;0,00
22669;4;16,77 €;3;0,00
22669;11;16,01 €;4;0,00
22670;30;19,67 €;4;0,00
22670;40;14,03 €;4;0,00
22670;55;18,29 €;4;0,00
22670;60;25,92 €;4;0,00
22671;3;7,62 €;3;0,10
22671;39;13,72 €;4;0,10
22672;35;13,72 €;4;0,00
22672;67;10,67 €;4;0,00
22673;2;14,48 €;3;0,25
22673;24;3,35 €;4;0,25
22673;30;19,67 €;3;0,25
22674;47;7,32 €;4;0,00
22674;76;13,72 €;4;0,00
22675;21;7,62 €;3;0,00
22675;27;33,54 €;3;0,00
22675;55;18,29 €;3;0,20
22675;58;10,06 €;3;0,20
22676;16;13,26 €;3;0,10
22676;62;37,50 €;4;0,10
22676;72;26,53 €;4;0,00
22676;75;5,95 €;3;0,10
22677;4;16,77 €;3;0,25
22677;24;3,35 €;3;0,25
22677;77;9,91 €;3;0,00
22678;13;4,57 €;4;0,00
22678;35;13,72 €;4;0,15
22678;42;10,67 €;3;0,15
22678;55;18,29 €;3;0,00
22679;1;13,72 €;3;0,15
22679;2;14,48 €;3;0,15
22679;16;13,26 €;3;0,15
22679;31;9,45 €;3;0,00
22680;2;14,48 €;4;0,00
22680;41;7,32 €;3;0,00
22680;50;12,35 €;3;0,00
22680;64;25,31 €;4;0,00
22681;16;13,26 €;4;0,05
22682;6;19,06 €;3;0,25
22682;14;17,68 €;3;0,25
22682;19;7,01 €;4;0,25
22683;71;13,11 €;3;0,00
22683;72;21,19 €;4;0,00
22684;52;4,27 €;3;0,00
22685;20;49,39 €;4;0,25
22685;38;160,68 €;3;0,25
22685;60;20,73 €;4;0,25
22685;72;21,19 €;3;0,25
22686;11;12,81 €;4;0,00
22686;76;10,98 €;4;0,15
22687;11;12,81 €;4;0,00
22687;46;7,32 €;4;0,00
22688;11;16,01 €;4;0,00
22688;33;1,83 €;4;0,20
22688;72;26,53 €;4;0,00
22689;30;19,67 €;3;0,00
22689;62;37,50 €;4;0,25
22690;2;14,48 €;3;0,00
22690;68;9,45 €;4;0,20
22691;16;13,26 €;4;0,05
22691;31;9,45 €;4;0,05
22691;65;16,01 €;4;0,05
22692;2;14,48 €;3;0,00
22692;7;22,87 €;3;0,00
22692;68;9,45 €;3;0,00
22693;19;0,00 €;1;0,00
22693;27;0,00 €;1;0,00
22693;41;7,32 €;3;0,00
22693;43;35,06 €;3;0,15
22693;44;0,00 €;1;0,00
22693;48;9,76 €;4;0,15
22693;54;0,00 €;1;0,00
22693;61;21,65 €;3;0,15
22694;26;23,78 €;3;0,00
22694;35;13,72 €;3;0,00
22694;49;15,24 €;3;0,10
22695;35;13,72 €;4;0,00
22695;51;40,40 €;4;0,00
22696;26;23,78 €;4;0,00
22696;76;13,72 €;4;0,00
22697;1;13,72 €;4;0,00
22697;29;94,37 €;4;0,25
22698;17;23,78 €;3;0,10
22698;56;23,17 €;3;0,00
22699;31;7,62 €;3;0,00
22699;58;8,08 €;4;0,00
22700;30;15,85 €;4;0,00
22700;43;28,05 €;4;0,00
22701;24;3,35 €;4;0,00
22701;40;14,03 €;4;0,00
22701;42;10,67 €;3;0,00
22702;1;13,72 €;3;0,00
22702;77;9,91 €;4;0,05
22703;28;34,76 €;4;0,00
22703;29;94,37 €;4;0,00
22703;44;14,79 €;4;0,00
22704;7;22,87 €;4;0,00
22704;59;41,92 €;3;0,00
22704;70;11,43 €;4;0,00
22705;76;13,72 €;3;0,00
22706;38;200,93 €;3;0,05
22706;62;37,50 €;3;0,05
22707;55;18,29 €;4;0,05
22707;62;37,50 €;3;0,05
22707;64;25,31 €;4;0,05
22707;65;16,01 €;3;0,05
22708;28;34,76 €;4;0,05
22708;34;10,67 €;4;0,05
22708;71;16,46 €;3;0,00
22709;41;5,79 €;4;0,00
22709;51;32,32 €;3;0,15
22709;65;12,81 €;4;0,15
22709;132;9,72 €;3;0,00
22709;133;9,91 €;4;0,00
22709;134;10,10 €;5;0,00
22709;135;10,67 €;3;0,00
22709;136;10,67 €;4;0,00
22709;137;10,67 €;5;0,00
22710;10;18,90 €;4;0,00
22710;13;3,66 €;4;0,00
22711;46;7,32 €;4;0,00
22711;56;23,17 €;3;0,10
22711;64;20,28 €;3;0,10
22711;75;4,73 €;3;0,10
22712;17;29,73 €;3;0,00
22712;43;35,06 €;3;0,00
22712;61;21,65 €;3;0,00
22712;76;13,72 €;4;0,00
22713;15;11,89 €;3;0,05
22713;26;23,78 €;4;0,05
22714;20;61,74 €;3;0,00
22715;6;19,06 €;3;0,00
22715;30;19,67 €;4;0,00
22715;76;13,72 €;3;0,00
22716;32;24,39 €;3;0,00
22716;41;7,32 €;3;0,00
22717;56;28,97 €;3;0,00
22718;10;23,63 €;4;0,00
22719;6;19,06 €;3;0,00
22720;36;14,48 €;3;0,20
